"","IDCNTRY","booklet_id","IDSCHOOL","IDCLASS","person_id","ITSEX","dum.fr","dum.eng","dum.hk","dum.kor","dum.qat","dum.nor","dum.twn","ME52024","ME52058A","ME52058B","ME52125","ME52229","ME52063","ME52072","ME52146A","ME52146B","ME52092","ME52046","ME52083","ME52082","ME52161","ME52418A","ME52418B","ME72007","ME72025","ME72017","ME72190","ME72068","ME72076","ME72056","ME72098","ME72103","ME72121","ME72180","ME72198","ME72227","ME72170","ME72209","ME52024t","ME52058At","ME52058Bt","ME52125t","ME52229t","ME52063t","ME52072t","ME52146At","ME52146Bt","ME52092t","ME52046t","ME52083t","ME52082t","ME52161t","ME52418At","ME52418Bt","ME72007t","ME72025t","ME72017t","ME72190t","ME72068t","ME72076t","ME72056t","ME72098t","ME72103t","ME72121t","ME72180t","ME72198t","ME72227t","ME72170t","ME72209t"
"11","FRA","Booklet 01","5005","500503","25050050322","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,-32.9489666666667,5.85683333333333,5.85683333333333,-29.2651333333333,-12.8950666666667,-20.8393333333333,-33.6888333333333,41.6391,41.6391,-30.4607,-23.9672333333333,14.5502666666667,-30.3449666666667,-21.8375333333333,19.6156666666667,19.6156666666667,14.1545,-26.5371333333333,30.8077,-8.5468,7.51946666666667,-26.2788,-2.3127,-25.5988666666667,47.2997,-32.3754666666667,24.214,-11.5455333333333,53.1173666666667,2.03866666666666,41.5182
"12","FRA","Booklet 01","5006","500601","25050060105","Female",1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,10.6896,-12.6048333333333,-12.6048333333333,-48.1825,-59.7134666666667,-71.1183666666667,-72.8616,111.336266666667,111.336266666667,-60.6517333333333,57.2609,60.0126666666667,95.6234,-27.6181333333333,62.3139,62.3139,-23.2481666666667,-55.7485666666667,-7.37926666666667,-8.7629,-12.9613333333333,-28.2939333333333,-42.9352333333333,126.3258,-4.66676666666666,-31.768,-21.1029666666667,10.4932666666667,-29.7953666666667,-26.1208333333333,-49.5671666666667
"13","FRA","Booklet 01","5006","500601","25050060121","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-61.7909666666667,-25.8599,-25.8599,-58.1154,-96.2795,-66.7912666666667,-87.0373666666667,210.7941,210.7941,51.7207,-16.4514,321.400033333333,-77.6082,-6.9251,155.642,155.642,-45.0179,-83.9363333333333,-50.1783666666667,-37.9158,-41.1418666666667,-24.5589333333333,-66.2808,-30.7475666666667,-60.2409666666667,-80.0169,-22.8890666666667,42.1437666666667,-3.32083333333334,-78.6498,-0.522566666666677
"14","FRA","Booklet 01","5007","500705","25050070512","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83.5415,99.9208666666667,99.9208666666667,-5.43676666666666,-39.9346,-46.2007333333333,-31.143,-28.0140666666667,-28.0140666666667,-37.1332333333333,-42.1387,54.6608666666667,-7.09733333333334,5.19726666666666,62.2269333333333,62.2269333333333,30.4633,-45.6251666666667,1.43903333333333,-1.3272,-28.2414,-52.5361,-55.8996,-55.2651333333333,104.191633333333,-18.2914333333333,34.2504666666667,31.3075333333333,-32.6072333333333,-57.2501666666667,-57.1912666666667
"15","FRA","Booklet 01","5008","500807","25050080716","Male",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.04793333333333,110.0855,110.0855,-39.8263666666667,-49.2018,-32.9660666666667,-40.5424666666667,-48.8473666666667,-48.8473666666667,24.5492666666667,-17.5993666666667,-38.8023333333333,-0.426400000000001,-20.1444666666667,-17.2759333333333,-17.2759333333333,-22.0974666666667,-39.2053333333333,-23.5668666666667,112.089133333333,-47.1279,24.3116,53.9197,-29.6635333333333,89.5903666666667,-52.2646,-34.4158333333333,44.2115333333333,-26.5490666666667,35.3135,38.4424333333333
"16","FRA","Booklet 01","5009","500901","25050090114","Male",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,27.3485333333333,85.7473666666667,85.7473666666667,-48.4960666666667,25.1909333333333,-41.5179666666667,-53.7144,22.6561666666667,22.6561666666667,-32.6437,0.563500000000005,-5.02373333333333,-21.5302,-1.21073333333334,76.6230333333333,76.6230333333333,-17.2439333333333,-49.3144666666667,-16.5629666666667,-23.0078666666667,21.2022666666667,-34.8106,3.3659,-52.493,-26.0159,-35.9007666666667,4.2308,-6.54583333333333,-13.4536666666667,-11.5936666666667,39.1244
"17","FRA","Booklet 01","5010","501002","25050100205","Female",1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0.646333333333331,74.5162333333333,74.5162333333333,-18.8702333333333,-62.5554333333333,-59.5670333333333,-83.0144,86.6713333333333,86.6713333333333,-75.0164,-5.0866,-1.81506666666665,-60.0609666666667,-58.3053333333333,2.3999,2.3999,41.4640333333333,-59.0493333333333,31.0315,-35.1121666666667,-43.8593333333333,-53.2936666666667,-9.10213333333333,20.0678333333333,-39.5482666666667,36.7458333333333,-11.4013,-43.5772333333333,18.1634,-22.8330666666667,266.7741
"18","FRA","Booklet 01","5010","501002","25050100221","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-8.19646666666667,-5.09336666666667,-5.09336666666667,-60.6567333333333,-28.7815,-70.6800666666667,-69.2613,109.173666666667,109.173666666667,-54.3885333333333,-43.5168333333333,-31.6138666666667,-53.9896666666667,-57.2632666666667,98.7597333333333,98.7597333333333,-32.2338666666667,-82.4032333333333,-48.3952,-34.7169666666667,-65.4813666666667,-78.7214666666667,-81.8452333333333,-67.8425333333333,257.6058,-73.5992333333333,28.9994,334.732766666667,-64.9802,22.5049,59.0446
"19","FRA","Booklet 01","5011","501104","25050110404","Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.7581,81.8320666666667,81.8320666666667,-59.1776333333333,6.74076666666666,-55.1879333333333,-54.3147666666667,132.364133333333,132.364133333333,1.50693333333334,-37.4931333333333,-54.5359,-63.6168333333333,20.0862666666667,88.9104,88.9104,-34.8829333333333,41.4132333333333,-31.6558333333333,-37.985,-61.3796666666667,-61.9759,-13.712,-16.4441333333333,-36.5486666666667,-41.9395666666667,-12.9886666666667,-9.10436666666668,-50.4284,-23.0306,108.199633333333
"20","FRA","Booklet 01","5011","501104","25050110420","Male",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,-47.7726333333333,134.730566666667,134.730566666667,-41.0136,-59.1734,-59.5216333333333,-26.0044333333333,144.9709,144.9709,-62.3044,-60.9765666666667,-25.6624,-43.1980666666667,-33.4361666666667,90.5979333333333,90.5979333333333,-12.2022,-54.2330333333333,-29.1044333333333,-36.2561333333333,-56.0372333333333,-54.5544,-44.4380666666667,-22.0705333333333,-32.0515,-15.0831333333333,-6.86503333333334,50.4457,-0.233099999999993,-12.8511333333333,43.9987333333333
"21","FRA","Booklet 01","5012","501201","25050120106","Female",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,-62.5385333333333,8.81313333333333,8.81313333333333,-43.8837666666667,-37.7736666666667,-64.9379333333333,-77.1870666666667,374.269033333333,374.269033333333,-85.2625666666667,-8.4766,-46.1963666666667,45.5016333333333,-73.8762666666667,-22.3181,-22.3181,-13.2795333333333,-20.1284666666667,113.2294,-38.8834666666667,4.04946666666666,-46.6097,-47.3185666666667,45.2577666666667,-26.5155,-57.4369666666667,-68.6031666666667,-23.9290666666667,-58.3235666666667,-67.6091,39.2034666666667
"22","FRA","Booklet 01","5012","501201","25050120122","Male",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21.1831,74.1507333333333,74.1507333333333,-30.5517666666667,-12.2876,-19.4651333333333,-46.6376666666667,71.6211333333333,71.6211333333333,-45.3904333333333,-19.1696,-55.4468333333333,-8.07366666666666,-37.7076,-14.9236333333333,-14.9236333333333,15.8418,-50.8206,-41.8988,-26.9423333333333,-35.6543666666667,-38.0424,-40.3147,-43.4581,49.7299666666667,-11.2852666666667,-21.5752,-15.7585666666667,-10.9039666666667,19.5070333333333,243.426233333333
"23","FRA","Booklet 01","5013","501302","25050130212","Male",1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","FRA","Booklet 01","5014","501402","25050140216","Male",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-42.2081,253.508133333333,253.508133333333,-30.8910333333333,-44.2262,-3.5449,-64.7006666666667,252.9429,252.9429,-87.1043666666667,-21.2603666666667,25.9154333333333,-16.6517,-32.4286333333333,-30.4963,-30.4963,-65.0737,-68.9559333333333,-4.63403333333333,-66.633,-70.7828666666667,-52.1177666666667,4.5368,-57.0168,-37.9600666666667,-61.2627666666667,-15.0510666666667,-76.5871,-91.1829333333333,-7.54493333333333,35.4572333333333
"25","FRA","Booklet 01","5014","501405","25050140504","Male",1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3021,132.787366666667,132.787366666667,-60.695,40.6481333333333,-33.6144333333333,-68.6475333333333,35.6199333333333,35.6199333333333,-57.8926,-37.6041333333333,-30.8513,-69.3925666666667,-21.8075666666667,111.7797,111.7797,-30.2654,-47.2575333333333,-16.9643333333333,-12.0859666666667,-74.5995333333333,-45.3334666666667,-39.7731,-48.7899666666667,-12.9891,-61.0794,55.4155,-7.38326666666667,-14.2580333333333,19.0380333333333,117.110666666667
"26","FRA","Booklet 01","5015","501501","25050150116","Female",1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,-56.0289666666667,14.5322,14.5322,-15.9573333333333,15.6740333333333,-61.3651,-62.0719,84.6645333333333,84.6645333333333,-77.1379,-10.8030666666667,-57.952,-85.4035333333333,-37.1034666666667,5.65173333333334,5.65173333333334,-18.7452666666667,-50.0397666666667,11.6481666666667,-71.8348333333333,-16.8263666666667,-61.5645333333333,-12.3014,116.197733333333,-17.1580666666667,5.6104,-11.1037666666667,144.810733333333,-34.9128,-55.4058666666667,310.077933333333
"27","FRA","Booklet 01","5015","501505","25050150505","Male",1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,-51.9897,-1.3357,-1.3357,-86.7241666666667,-55.6931666666667,-53.8807,-80.9550666666667,61.5137,61.5137,-68.0652666666667,-18.3691666666667,37.0381666666667,-59.3873333333333,-70.2414666666667,115.7265,115.7265,36.1040333333333,-46.8623,87.8048,12.4562,-26.7350333333333,-6.34736666666667,38.5623333333333,85.4095333333333,-13.0361333333333,-81.1793,-21.0599666666667,43.295,-51.2880666666667,-49.5407,148.875833333333
"28","FRA","Booklet 01","5015","501505","25050150521","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-10.3339333333333,94.2146,94.2146,-27.4903666666667,-11.5098666666667,-25.9558666666667,-20.3417666666667,33.5073,33.5073,-26.4890666666667,-15.8033666666667,3.5985,-40.1208,-23.8251333333333,13.7282666666667,13.7282666666667,-32.0556333333333,-24.7861333333333,-21.4949666666667,6.46393333333334,-35.8955,-42.3807,-34.8632,-15.4117333333333,6.93306666666666,-35.3406,5.55873333333333,47.2971333333333,-1.67873333333333,36.0358666666667,56.9898
"29","FRA","Booklet 01","5016","501601","25050160107","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,-15.5362666666667,217.422533333333,217.422533333333,23.5526666666667,197.6094,-6.83973333333334,-66.9921333333333,14.7300666666667,14.7300666666667,-60.7249666666667,-26.0039333333333,26.0440333333333,-66.4124333333333,-27.3007666666667,57.2651666666667,57.2651666666667,42.9814,-65.7996666666667,177.2672,-71.6297333333333,-25.7859,-80.9659,-23.5022333333333,-32.9469,-64.4408333333333,-68.9358333333333,-51.984,-50.6189666666667,-66.0290666666667,-71.3445333333333,-102.496433333333
"30","FRA","Booklet 01","5017","501701","25050170104","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,6.91523333333333,147.1148,147.1148,-27.2209333333333,-67.9828333333333,-54.1609666666667,-83.8868666666667,88.0050333333333,88.0050333333333,-82.9403333333333,12.4993666666667,-10.7144666666667,-75.5344333333333,-7.29723333333334,25.9244333333333,25.9244333333333,-35.6674,-50.8388,-40.6904333333333,-64.3062333333333,-29.9644333333333,-63.4279,-12.4907666666667,30.2251666666667,46.5435666666667,-65.5131666666667,-12.6013333333333,-9.93636666666667,-34.9885,-21.7236,233.615133333333
"31","FRA","Booklet 01","5017","501701","25050170120","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-62.8630333333333,103.566666666667,103.566666666667,-85.2874,-60.0296333333333,-92.4752666666667,-96.8741666666667,294.333433333333,294.333433333333,-89.4631,-34.6106666666667,-66.6150666666667,-91.7250666666667,-43.9706,55.0217,55.0217,-66.3887666666667,-52.9079,-37.0204,-57.9268,-27.2264666666667,-88.4039333333333,25.7556333333333,-38.2263,60.4126,9.50336666666666,-50.183,97.0277333333333,-80.2085666666667,-58.7927333333333,182.655933333333
"32","FRA","Booklet 01","5017","501706","25050170606","Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-40.7146666666667,104.424233333333,104.424233333333,-68.439,-36.5896,-89.6027,-98.0264333333333,86.8069333333333,86.8069333333333,-80.7728666666667,22.7733333333333,14.7381333333333,-76.8699666666667,2.94883333333333,166.380833333333,166.380833333333,-15.1004,-10.8864666666667,-0.8001,9.02276666666667,-6.52993333333333,-94.5792333333333,-85.6068,64.3608666666667,86.251,-73.7720333333333,12.1196666666667,63.0991666666667,-46.2864,-68.4472666666667,-97.5139
"33","FRA","Booklet 01","5017","501706","25050170622","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-30.9456333333333,0.97196666666666,0.97196666666666,-6.93923333333333,9.84313333333333,-45.4619,-74.4717,75.9899,75.9899,-51.293,-32.6578666666667,101.842866666667,-73.1232,-28.2093666666667,-34.1448333333333,-34.1448333333333,-18.4133666666667,-48.627,-34.4465666666667,-15.9592,-25.2292333333333,-51.1907,-32.2548666666667,-36.0864666666667,84.9613,-55.5152,-6.33369999999999,218.913333333333,-56.3077666666667,-34.0301333333333,256.3014
"34","FRA","Booklet 01","5018","501804","25050180412","Female",1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,17.8881666666667,23.7234,23.7234,-74.1208666666667,-52.3785,-32.3948666666667,-87.6999,68.6982,68.6982,-61.2879,-32.8578,-30.2868666666667,-90.8350333333333,-80.7600333333333,104.166333333333,104.166333333333,-2.85496666666666,-26.7477,239.1238,-33.8312,4.9808,-34.7736,66.7669,148.567633333333,-63.2357333333333,-64.9738,-51.8370333333333,-19.2829,-46.3324666666667,-25.5552333333333,41.5432333333333
"35","FRA","Booklet 01","5019","501903","25050190311","Female",1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,7.09406666666668,49.2706,49.2706,-52.8537333333333,-25.6316,-27.3975666666667,-59.0258333333333,158.047533333333,158.047533333333,-63.5787,-46.1360333333333,-29.8114333333333,-74.8678666666667,60.4957,112.4331,112.4331,-61.5688666666667,-78.9536666666667,8.6699,-51.1198,-22.0707333333333,-47.1280333333333,-1.8391,144.293866666667,-8.56609999999999,-73.1711333333333,-65.3560333333333,-9.8805,-88.3973,-53.2608666666667,80.5589
"36","FRA","Booklet 01","5020","502001","25050200105","Male",1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,-70.4262,99.1903,99.1903,-58.1088666666667,-58.4746666666667,-68.4732,-77.9416333333333,223.383533333333,223.383533333333,-59.3716,-29.4648666666667,-53.0569,-73.6615666666667,-71.7654,27.8541333333333,27.8541333333333,-15.6750333333333,-60.4731333333333,13.4691,64.3184,-60.3491333333333,-36.5742,-19.4208666666667,-62.0097,-8.854,-56.3759666666667,-40.3262333333333,2.22229999999999,-46.6182,-9.30143333333334,255.857066666667
"37","FRA","Booklet 01","5020","502001","25050200121","Female",1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,-11.0977,-3.82303333333333,-3.82303333333333,-63.7574,-73.9729333333333,-78.7293666666667,-90.3905333333333,241.247466666667,241.247466666667,107.2107,-10.859,-39.2901333333333,-56.1551666666667,-77.3819,234.048233333333,234.048233333333,38.8247,28.418,-60.0653,-60.0363666666667,-79.2987333333333,-1.0971,-28.4215333333333,-50.9513,8.15536666666667,-74.3346,-49.0055333333333,-73.2806,-73.1245666666667,-72.1501333333333,-2.1542
"38","FRA","Booklet 01","5020","502005","25050200512","Female",1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-12.4390666666667,-1.24186666666667,-1.24186666666667,-44.4155666666667,-44.9467,-54.5763333333333,-69.8262666666667,166.834966666667,166.834966666667,-58.8150666666667,-0.849199999999996,-4.00190000000001,-37.4808666666667,-70.6787666666667,35.4631666666667,35.4631666666667,-5.60666666666667,-69.8603666666667,-41.1884666666667,-36.9828,-39.1931,-54.8884,-4.80376666666666,93.1252333333333,-25.4611333333333,-56.7246333333333,-33.9861333333333,-44.6480666666667,25.5121666666667,-22.3611333333333,312.984466666667
"39","FRA","Booklet 01","5020","502005","25050200528","Female",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-65.0538666666667,176.4785,176.4785,-26.0631,-74.1089666666667,-60.7417666666667,-95.1063,120.082266666667,120.082266666667,-15.7845333333333,-26.4185666666667,55.5041,-66.5098333333333,-44.2549333333333,88.1119666666667,88.1119666666667,-55.5368666666667,-49.4763666666667,4.61656666666667,-54.2441666666667,-53.9403666666667,-68.3357333333333,-8.39620000000001,-3.75136666666667,-3.44343333333333,-70.6638333333333,-28.0646666666667,-12.3476666666667,-54.1625333333333,-49.1178,156.056733333333
